idOrder,scheduleDate,deliveryDate,diffDays,diffHours,provider,shippingDateSelectedByUser
1979539,2021-08-07 09:08:00,2021-08-11 11:08:00,4,98,800149695,2021-08-11
1979544,2021-08-07 09:08:00,2021-08-11 11:08:00,4,98,800149695,2021-08-11
1979546,2021-08-07 09:08:00,2021-08-11 11:08:00,4,98,800149695,2021-08-11
1979552,2021-08-07 09:08:00,2021-08-12 00:08:00,4,111,800149695,2021-08-11
1979557,2021-08-07 09:08:00,2021-08-10 08:08:00,2,70,800149695,2021-08-11
1979565,2021-08-07 09:08:00,2021-08-11 11:08:00,4,97,800149695,2021-08-11
1979600,2021-08-07 09:08:00,2021-08-11 11:08:00,4,97,800149695,2021-08-11
1945289,2021-08-01 12:08:00,2021-08-04 17:08:00,3,77,800149695,2021-08-04
1945302,2021-08-01 12:08:00,2021-08-04 17:08:00,3,77,800149695,2021-08-04
1945305,2021-08-01 12:08:00,2021-08-04 17:08:00,3,77,800149695,2021-08-04
1945308,2021-08-01 12:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945310,2021-08-01 12:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945331,2021-08-01 12:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945332,2021-08-01 12:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945335,2021-08-01 12:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945346,2021-08-01 13:08:00,2021-08-05 02:08:00,3,85,800149695,2021-08-04
1945358,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945362,2021-08-01 13:08:00,2021-08-03 10:08:00,1,45,800149695,2021-08-04
1945363,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945377,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945381,2021-08-01 13:08:00,2021-08-02 07:08:00,0,18,800149695,2021-08-04
1945386,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945394,2021-08-01 13:08:00,2021-08-02 07:08:00,0,17,800149695,2021-08-04
1945399,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945406,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945416,2021-08-01 13:08:00,2021-08-04 17:08:00,3,76,800149695,2021-08-04
1945425,2021-08-01 13:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945433,2021-08-01 13:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945436,2021-08-01 13:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945439,2021-08-01 13:08:00,2021-08-05 02:08:00,3,84,800149695,2021-08-04
1945443,2021-08-01 13:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945448,2021-08-01 13:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945450,2021-08-01 13:08:00,2021-08-05 02:08:00,3,84,800149695,2021-08-04
1945452,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945454,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945458,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945460,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945465,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945467,2021-08-01 14:08:00,2021-08-05 19:08:00,4,101,800149695,2021-08-05
1945476,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945481,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945482,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945484,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945501,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945529,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945530,2021-08-01 14:08:00,2021-08-04 17:08:00,3,75,800149695,2021-08-04
1945544,2021-08-01 14:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945554,2021-08-01 14:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945562,2021-08-01 14:08:00,2021-08-02 07:08:00,0,16,800149695,2021-08-04
1945563,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945567,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945570,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945573,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945577,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945588,2021-08-01 15:08:00,2021-08-02 07:08:00,0,16,800149695,2021-08-04
1945593,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945610,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945615,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945619,2021-08-01 15:08:00,2021-08-04 17:08:00,3,74,800149695,2021-08-04
1945634,2021-08-01 15:08:00,2021-08-05 02:08:00,3,82,800149695,2021-08-04
1945637,2021-08-01 15:08:00,2021-08-03 10:08:00,1,43,800149695,2021-08-04
1945640,2021-08-01 15:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945658,2021-08-01 15:08:00,2021-08-02 07:08:00,0,15,800149695,2021-08-04
1945664,2021-08-01 15:08:00,2021-08-05 19:08:00,4,99,800149695,2021-08-05
1945676,2021-08-01 16:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945693,2021-08-01 16:08:00,2021-08-02 07:08:00,0,15,800149695,2021-08-04
1945700,2021-08-01 16:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945717,2021-08-01 16:08:00,2021-08-05 02:08:00,3,81,800149695,2021-08-04
1945751,2021-08-01 16:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945752,2021-08-01 16:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945759,2021-08-01 16:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945761,2021-08-01 16:08:00,2021-08-02 07:08:00,0,14,800149695,2021-08-04
1945764,2021-08-01 16:08:00,2021-08-02 07:08:00,0,14,800149695,2021-08-04
1945768,2021-08-01 16:08:00,2021-08-02 23:08:00,1,30,800149695,2021-08-04
1945774,2021-08-01 16:08:00,2021-08-02 07:08:00,0,14,800149695,2021-08-04
1945779,2021-08-01 16:08:00,2021-08-04 17:08:00,3,73,800149695,2021-08-04
1945787,2021-08-01 16:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945799,2021-08-01 16:08:00,2021-08-05 02:08:00,3,81,800149695,2021-08-04
1945811,2021-08-01 16:08:00,2021-08-02 07:08:00,0,14,800149695,2021-08-04
1945822,2021-08-01 17:08:00,2021-08-05 02:08:00,3,81,800149695,2021-08-04
1945823,2021-08-01 17:08:00,2021-08-05 02:08:00,3,81,800149695,2021-08-04
1945830,2021-08-01 17:08:00,2021-08-02 07:08:00,0,14,800149695,2021-08-04
1945832,2021-08-01 17:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945834,2021-08-01 17:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945842,2021-08-01 17:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945850,2021-08-01 17:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945906,2021-08-01 17:08:00,2021-08-02 07:08:00,0,13,800149695,2021-08-04
1945932,2021-08-01 17:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945964,2021-08-01 17:08:00,2021-08-04 17:08:00,3,72,800149695,2021-08-04
1945967,2021-08-01 17:08:00,2021-08-02 07:08:00,0,13,800149695,2021-08-04
1945987,2021-08-01 17:08:00,2021-08-05 02:08:00,3,80,800149695,2021-08-04
1945988,2021-08-01 17:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1945995,2021-08-01 17:08:00,2021-08-05 02:08:00,3,80,800149695,2021-08-04
1945999,2021-08-01 17:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946007,2021-08-01 17:08:00,2021-08-06 21:08:00,5,123,800149695,2021-08-06
1946023,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946035,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946038,2021-08-01 18:08:00,2021-08-05 02:08:00,3,79,800149695,2021-08-04
1946045,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946048,2021-08-01 18:08:00,2021-08-02 07:08:00,0,12,800149695,2021-08-04
1946049,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946054,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946056,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946063,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946096,2021-08-01 18:08:00,2021-08-04 17:08:00,2,71,800149695,2021-08-04
1946105,2021-08-01 18:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946117,2021-08-01 18:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946124,2021-08-01 18:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946129,2021-08-01 18:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946131,2021-08-01 18:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946142,2021-08-01 18:08:00,2021-08-02 07:08:00,0,12,800149695,2021-08-04
1946145,2021-08-01 18:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946154,2021-08-01 19:08:00,2021-08-02 07:08:00,0,12,800149695,2021-08-04
1946169,2021-08-01 19:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946175,2021-08-01 19:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946191,2021-08-01 19:08:00,2021-08-05 02:08:00,3,78,800149695,2021-08-04
1946203,2021-08-01 19:08:00,2021-08-05 02:08:00,3,78,800149695,2021-08-04
1946213,2021-08-01 19:08:00,2021-08-05 02:08:00,3,78,800149695,2021-08-04
1946233,2021-08-01 19:08:00,NN,NN,NN,800149695,2021-08-04
1946242,2021-08-01 19:08:00,2021-08-02 23:08:00,1,27,800149695,2021-08-04
1946248,2021-08-01 19:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946258,2021-08-01 19:08:00,2021-08-04 17:08:00,2,70,800149695,2021-08-04
1946298,2021-08-01 19:08:00,2021-08-04 17:08:00,2,69,800149695,2021-08-04
1946304,2021-08-01 19:08:00,2021-08-04 17:08:00,2,69,800149695,2021-08-04
1946327,2021-08-01 19:08:00,2021-08-02 07:08:00,0,11,800149695,2021-08-04
1946375,2021-08-01 20:08:00,2021-08-04 17:08:00,2,69,800149695,2021-08-04
1946379,2021-08-01 20:08:00,2021-08-04 17:08:00,2,69,800149695,2021-08-04
1946383,2021-08-01 20:08:00,2021-08-04 17:08:00,2,69,800149695,2021-08-04
1990863,2021-08-09 20:08:00,2021-08-11 11:08:00,1,38,800149695,2021-08-11
1990867,2021-08-09 20:08:00,2021-08-11 07:08:00,1,34,800149695,2021-08-11
1990894,2021-08-09 20:08:00,2021-08-11 07:08:00,1,34,800149695,2021-08-11
1990901,2021-08-09 20:08:00,2021-08-11 07:08:00,1,34,800149695,2021-08-11
1990905,2021-08-09 20:08:00,2021-08-11 11:08:00,1,38,800149695,2021-08-11
1990913,2021-08-09 21:08:00,2021-08-11 07:08:00,1,34,800149695,2021-08-11
1990920,2021-08-09 21:08:00,2021-08-11 17:08:00,1,44,800149695,2021-08-11
1990923,2021-08-09 21:08:00,2021-08-12 00:08:00,2,51,800149695,2021-08-11
1990928,2021-08-09 21:08:00,2021-08-12 00:08:00,2,51,800149695,2021-08-11
1990943,2021-08-09 21:08:00,2021-08-11 11:08:00,1,38,800149695,2021-08-11
1990949,2021-08-09 21:08:00,2021-08-11 17:08:00,1,44,800149695,2021-08-11
1990960,2021-08-09 21:08:00,2021-08-11 17:08:00,1,44,800149695,2021-08-11
1990974,2021-08-09 21:08:00,2021-08-11 17:08:00,1,44,800149695,2021-08-11
1967239,2021-08-05 10:08:00,2021-08-06 08:08:00,0,22,800149695,2021-08-09
1967245,2021-08-05 10:08:00,2021-08-09 21:08:00,4,107,800149695,2021-08-09
1967250,2021-08-05 10:08:00,2021-08-09 21:08:00,4,107,800149695,2021-08-09
1967270,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967283,2021-08-05 10:08:00,2021-08-06 08:08:00,0,22,800149695,2021-08-09
1967286,2021-08-05 10:08:00,2021-08-06 08:08:00,0,22,800149695,2021-08-09
1967287,2021-08-05 10:08:00,2021-08-10 22:08:00,5,132,800149695,2021-08-09
1967291,2021-08-05 10:08:00,2021-08-10 22:08:00,5,132,800149695,2021-08-09
1967293,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967296,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967316,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967318,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967323,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967324,2021-08-05 10:08:00,2021-08-06 08:08:00,0,22,800149695,2021-08-09
1967332,2021-08-05 10:08:00,2021-08-06 08:08:00,0,22,800149695,2021-08-09
1967337,2021-08-05 10:08:00,2021-08-10 22:08:00,5,132,800149695,2021-08-09
1967364,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967371,2021-08-05 10:08:00,NN,NN,NN,800149695,2021-08-09
1967372,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967375,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967382,2021-08-05 10:08:00,2021-08-07 05:08:00,1,43,800149695,2021-08-10
1967401,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967405,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967411,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967412,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967414,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967433,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967435,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967454,2021-08-05 10:08:00,2021-08-11 08:08:00,5,141,800149695,2021-08-09
1967460,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967471,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967492,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967533,2021-08-05 10:08:00,2021-08-10 22:08:00,5,132,800149695,2021-08-09
1967536,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967537,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967546,2021-08-05 10:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967548,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967550,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967555,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967557,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967577,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967585,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967587,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967610,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967613,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967614,2021-08-05 10:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967627,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967636,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967639,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967650,2021-08-05 10:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967662,2021-08-05 10:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967664,2021-08-05 10:08:00,2021-08-09 16:08:00,4,101,800149695,2021-08-09
1967687,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967690,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967700,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967720,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967723,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967738,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967747,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967749,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967757,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967764,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967773,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967774,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967780,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967786,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967787,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967791,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967799,2021-08-05 11:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967821,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967822,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967831,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967848,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967872,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967894,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967903,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967905,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967907,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967912,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967918,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967937,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1967943,2021-08-05 11:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1967953,2021-08-05 11:08:00,2021-08-06 12:08:00,1,25,800149695,2021-08-09
1967954,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1967979,2021-08-05 11:08:00,2021-08-07 03:08:00,1,40,800149695,2021-08-09
1967996,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1968014,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1968022,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1968027,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1968029,2021-08-05 11:08:00,2021-08-09 21:08:00,4,106,800149695,2021-08-09
1968059,2021-08-05 11:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1968084,2021-08-05 11:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1968113,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1968114,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968116,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968125,2021-08-05 11:08:00,2021-08-10 22:08:00,5,131,800149695,2021-08-09
1968140,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968146,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968155,2021-08-05 11:08:00,2021-08-06 08:08:00,0,21,800149695,2021-08-09
1968160,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968166,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968189,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968196,2021-08-05 11:08:00,2021-08-09 16:08:00,4,100,800149695,2021-08-09
1968213,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968215,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968236,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968248,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968258,2021-08-05 11:08:00,2021-08-10 00:08:00,4,108,800149695,2021-08-09
1968263,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968278,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968284,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968285,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968294,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968306,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968333,2021-08-05 11:08:00,2021-08-09 16:08:00,4,100,800149695,2021-08-09
1968354,2021-08-05 11:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968361,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968372,2021-08-05 12:08:00,2021-08-06 13:08:00,1,25,800149695,2021-08-09
1968378,2021-08-05 12:08:00,2021-08-06 08:08:00,0,20,800149695,2021-08-09
1968393,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968399,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968406,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968424,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968432,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968436,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968456,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968464,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968466,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968470,2021-08-05 12:08:00,NN,NN,NN,800149695,2021-08-09
1968498,2021-08-05 12:08:00,NN,NN,NN,800149695,2021-08-09
1968504,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968518,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968519,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1968541,2021-08-05 12:08:00,2021-08-09 21:08:00,4,105,800149695,2021-08-09
1953598,2021-08-03 05:08:00,2021-08-05 19:08:00,2,61,800149695,2021-08-05
1953600,2021-08-03 05:08:00,2021-08-04 08:08:00,1,27,800149695,2021-08-05
1953613,2021-08-03 06:08:00,2021-08-05 19:08:00,2,61,800149695,2021-08-05
1953620,2021-08-03 06:08:00,2021-08-05 19:08:00,2,61,800149695,2021-08-05
1953631,2021-08-03 06:08:00,2021-08-05 19:08:00,2,61,800149695,2021-08-05
1953640,2021-08-03 06:08:00,2021-08-05 19:08:00,2,60,800149695,2021-08-05
1953646,2021-08-03 06:08:00,2021-08-06 02:08:00,2,68,800149695,2021-08-05
1953676,2021-08-03 07:08:00,2021-08-05 19:08:00,2,60,800149695,2021-08-05
1953684,2021-08-03 07:08:00,2021-08-04 14:08:00,1,31,800149695,2021-08-05
1953698,2021-08-03 07:08:00,2021-08-05 19:08:00,2,60,800149695,2021-08-05
1953735,2021-08-03 07:08:00,2021-08-05 19:08:00,2,60,800149695,2021-08-05
1953752,2021-08-03 07:08:00,2021-08-05 19:08:00,2,60,800149695,2021-08-05
1953757,2021-08-03 07:08:00,2021-08-04 15:08:00,1,31,800149695,2021-08-05
1953781,2021-08-03 07:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953827,2021-08-03 07:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953851,2021-08-03 07:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953856,2021-08-03 08:08:00,2021-08-04 08:08:00,1,24,800149695,2021-08-05
1953857,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953867,2021-08-03 08:08:00,2021-08-04 08:08:00,1,24,800149695,2021-08-05
1953869,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953874,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953886,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953894,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953895,2021-08-03 08:08:00,2021-08-05 02:08:00,1,41,800149695,2021-08-05
1953914,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953922,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953932,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953935,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953950,2021-08-03 08:08:00,2021-08-04 08:08:00,1,24,800149695,2021-08-05
1953957,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
1953982,2021-08-03 08:08:00,2021-08-06 02:08:00,2,66,800149695,2021-08-05
1953983,2021-08-03 08:08:00,2021-08-04 08:08:00,1,24,800149695,2021-08-05
1953984,2021-08-03 08:08:00,2021-08-04 08:08:00,1,24,800149695,2021-08-05
1953993,2021-08-03 08:08:00,2021-08-06 02:08:00,2,66,800149695,2021-08-05
1954003,2021-08-03 08:08:00,2021-08-05 19:08:00,2,59,800149695,2021-08-05
