1288392,860007336,2021-04-01 07:40:55.000,2021-04-06
1288396,860007336,2021-04-01 07:43:48.000,2021-04-06
1288397,860007336,2021-04-01 07:44:33.000,2021-04-06
1288398,860007336,2021-04-01 07:44:56.000,2021-04-06
1288400,860007336,2021-04-01 07:46:14.000,2021-04-06
1288402,860007336,2021-04-01 07:48:11.000,2021-04-06
