1275702,DELIVERED,2021-04-06 20:12:36.680
1253970,DELIVERED,2021-04-06 20:54:16.570
1368206,CHECKED_OUT,2021-04-19 13:31:53.000
1243557,DELIVERED,2021-04-06 19:59:24.083
1270305,DELIVERED,2021-04-06 20:12:00.023
